date,year,n_images,mean_clear_obs_in_lake,ndvi_lake,ndvi_reference,contrast
2004-06-16,2004,16,3.19,-0.12396,0.45597,0.57993
2004-07-02,2004,16,3.06,-0.16405,0.39425,0.5583
2004-07-18,2004,16,3.18,0.23244,0.33473,0.10229
2004-08-03,2004,16,4.41,-0.18616,0.30615,0.49231
2004-08-19,2004,16,2.39,-0.15117,0.30158,0.45275
2004-09-04,2004,16,1.94,0.01968,0.24899,0.22931
2004-09-20,2004,16,4.55,0.06659,0.25657,0.18998
2004-10-06,2004,16,2.85,0.01091,0.18649,0.17558
2004-10-22,2004,16,1.61,-0.12821,0.24306,0.37126
2004-11-07,2004,16,1.06,0.0513,0.35073,0.29943
2004-11-23,2004,16,1.42,-0.04741,0.33252,0.37993
2004-12-09,2004,16,1.75,-0.13702,0.49772,0.63474
2004-12-25,2004,16,1.55,0.03542,0.5115,0.47608
2005-01-10,2005,16,1.46,0.10934,0.58711,0.47778
2005-01-26,2005,16,3.23,-0.00531,0.622,0.62731
2005-02-11,2005,16,3.42,-0.04431,0.63122,0.67553
2005-02-27,2005,16,3.15,0.10282,0.6108,0.50798
2005-03-15,2005,16,3.66,0.17394,0.59076,0.41682
2005-03-31,2005,16,2.91,0.2,0.52634,0.32634
2005-04-16,2005,16,3.03,0.23529,0.52078,0.28548
2005-05-02,2005,16,4.66,0.04229,0.45994,0.41765
2005-05-18,2005,16,3.79,0.08229,0.41227,0.32998
2005-06-03,2005,16,2.23,0.28332,0.35724,0.07393
2005-06-19,2005,16,4.21,0.0303,0.35282,0.32252
2005-07-05,2005,16,3.08,0.11548,0.27231,0.15683
2005-07-21,2005,16,2.89,0.12129,0.265,0.14371
2005-08-06,2005,16,1.59,-0.00483,0.2024,0.20724
2005-08-22,2005,16,1.81,-0.0051,0.19664,0.20175
2005-09-07,2005,16,3.12,0.05025,0.23338,0.18313
2005-09-23,2005,16,1.89,0.15822,0.22137,0.06314
2005-10-09,2005,16,2.53,0.02924,0.23212,0.20288
2005-10-25,2005,16,2.19,0.07365,0.2395,0.16586
2005-11-10,2005,16,3.4,0.09125,0.2566,0.16534
2005-11-26,2005,16,1.51,0.21437,0.30016,0.0858
2005-12-12,2005,16,1.08,0.38303,0.41337,0.03035
2005-12-28,2005,16,1.35,0.25566,0.5111,0.25544
2006-01-13,2006,16,1.88,0.11646,0.59046,0.474
2006-01-29,2006,16,2.56,0.1261,0.6339,0.5078
2006-02-14,2006,16,2.62,0.30683,0.6276,0.32077
2006-03-02,2006,16,1.85,0.01324,0.6183,0.60507
2006-03-18,2006,16,3.15,-0.06206,0.62756,0.68962
2006-04-03,2006,16,3.01,0.29057,0.61054,0.31997
2006-04-19,2006,16,3.27,0.06848,0.5999,0.53143
2006-05-05,2006,16,4.01,0.0709,0.5477,0.4768
2006-05-21,2006,16,3.01,0.05112,0.5223,0.47118
2006-06-06,2006,16,4.83,0.10786,0.47178,0.36392
2006-06-22,2006,16,2.54,-0.10399,0.43326,0.53725
2006-07-08,2006,16,2.03,0.03085,0.34594,0.31509
2006-07-24,2006,16,4.15,-0.07859,0.33094,0.40953
2006-08-09,2006,16,4.16,0.02518,0.33071,0.30554
2006-08-25,2006,16,4.05,-0.00591,0.30213,0.30804
2006-09-10,2006,16,2.17,0.03667,0.24488,0.20821
2006-09-26,2006,16,3.87,-0.05483,0.22945,0.28428
2006-10-12,2006,16,2.51,-0.12343,0.22202,0.34545
2006-10-28,2006,16,3.93,0.04871,0.27835,0.22965
2006-11-13,2006,16,3.15,0.0754,0.27631,0.20091
2006-11-29,2006,16,3.05,-0.04613,0.40004,0.44617
2006-12-15,2006,16,2.1,0.00153,0.52174,0.52021
2006-12-31,2006,16,1,0.04145,0.52319,0.48173
2007-01-16,2007,16,1.22,0.21846,0.57523,0.35677
2007-02-01,2007,16,1.93,0.03714,0.60596,0.56883
2007-02-17,2007,16,2.03,0.21658,0.60386,0.38727
2007-03-05,2007,16,2.05,-0.1048,0.6102,0.715
2007-03-21,2007,16,2.44,-0.12373,0.59471,0.71844
2007-04-06,2007,16,1.83,-0.10564,0.58666,0.6923
2007-04-22,2007,16,2.67,-0.15607,0.57953,0.7356
2007-05-08,2007,16,4.3,-0.12963,0.53349,0.66312
2007-05-24,2007,16,3.79,-0.08513,0.45423,0.53936
2007-06-09,2007,16,2.29,0.112,0.45852,0.34652
2007-06-25,2007,16,2.76,0.28122,0.40055,0.11933
2007-07-11,2007,16,2.29,0.01597,0.36028,0.34431
2007-07-27,2007,16,3.68,-0.05426,0.3368,0.39107
2007-08-12,2007,16,3.57,0.10715,0.28212,0.17498
2007-08-28,2007,16,5.79,-0.08498,0.25461,0.33959
2007-09-13,2007,16,3.52,0.00302,0.2434,0.24038
2007-09-29,2007,16,4.49,0.03915,0.25319,0.21404
2007-10-15,2007,16,3.03,-0.06295,0.24107,0.30402
2007-10-31,2007,16,2.39,0.00603,0.31311,0.30708
2007-11-16,2007,16,3.91,-0.06912,0.37654,0.44566
2007-12-02,2007,16,1.84,-0.08518,0.49067,0.57585
2007-12-18,2007,16,1.75,0.0456,0.54795,0.50234
2008-01-03,2008,16,2.01,0.06178,0.60694,0.54516
2008-01-19,2008,16,2.15,-0.09365,0.60272,0.69637
2008-02-04,2008,16,2.2,-0.11157,0.65554,0.76711
2008-02-20,2008,16,2.29,0.2312,0.60653,0.37534
2008-03-07,2008,16,2.55,-0.10527,0.63773,0.743
2008-03-23,2008,16,4.66,0.0541,0.61631,0.56221
2008-04-08,2008,16,3.84,0.03491,0.57714,0.54223
2008-04-24,2008,16,3.96,-0.0369,0.51739,0.55429
2008-05-10,2008,16,3.46,0.34942,0.44225,0.09283
2008-05-26,2008,16,3.81,0.1927,0.42594,0.23324
2008-06-11,2008,16,2.43,-0.03041,0.39337,0.42378
2008-06-27,2008,16,4.35,-0.004,0.362,0.36601
2008-07-13,2008,16,1.27,-0.16325,0.31737,0.48062
2008-07-29,2008,16,3.15,-0.02201,0.28776,0.30977
2008-08-14,2008,16,2.84,-0.05693,0.24903,0.30596
2008-08-30,2008,16,3.44,-0.05067,0.21205,0.26272
2008-09-15,2008,16,3.67,-0.10274,0.22952,0.33225
2008-10-01,2008,16,3.25,-0.08929,0.23352,0.3228
2008-10-17,2008,16,4.71,-0.0705,0.24932,0.31982
2008-11-02,2008,16,3.64,-0.05554,0.24155,0.29709
2008-11-18,2008,16,2.67,0.00136,0.25525,0.25389
2008-12-04,2008,16,1.69,-0.10034,0.34175,0.44209
2008-12-20,2008,16,2.8,0.05043,0.46679,0.41636
2009-01-05,2009,16,2.35,0.27169,0.57213,0.30044
2009-01-21,2009,16,2.55,0.06942,0.60624,0.53682
2009-02-06,2009,16,4.07,0.11592,0.63526,0.51934
2009-02-22,2009,16,2.06,-0.03077,0.58012,0.61089
2009-03-10,2009,16,1.91,-0.00078,0.61926,0.62004
2009-03-26,2009,16,2.55,0.45422,0.60791,0.15369
2009-04-11,2009,16,3.41,0.05602,0.61949,0.56347
2009-04-27,2009,16,4.3,0.02872,0.57501,0.54629
2009-05-13,2009,16,3.96,-0.06399,0.54785,0.61184
2009-05-29,2009,16,3.69,0.33506,0.50887,0.17381
2009-06-14,2009,16,4.5,-0.09202,0.45581,0.54783
2009-06-30,2009,16,2.44,-0.15035,0.38773,0.53808
2009-07-16,2009,16,3.39,0.11468,0.37588,0.2612
2009-08-01,2009,16,2.68,-0.07161,0.30365,0.37527
2009-08-17,2009,16,4.44,-0.06812,0.32059,0.38871
2009-09-02,2009,16,2.71,-0.07533,0.23732,0.31265
2009-09-18,2009,16,1.88,-0.02298,0.23696,0.25994
2009-10-04,2009,16,2.99,-0.13238,0.25458,0.38696
2009-10-20,2009,16,2.89,-0.01556,0.28803,0.3036
2009-11-05,2009,16,3.53,-0.00394,0.29816,0.3021
2009-11-21,2009,16,1.64,-0.13841,0.26406,0.40247
2009-12-07,2009,16,2.19,0.04454,0.38534,0.3408
2009-12-23,2009,16,3.14,0.15825,0.51984,0.36159
2010-01-08,2010,16,3.78,0.00783,0.5751,0.56726
2010-01-24,2010,16,2.11,0.32633,0.55185,0.22553
2010-02-09,2010,16,1.96,0.24576,0.53372,0.28795
2010-02-25,2010,16,2.66,0.39332,0.59262,0.1993
2010-03-13,2010,16,2.83,0.24957,0.60467,0.3551
2010-03-29,2010,16,3.35,0.31284,0.59864,0.2858
2010-04-14,2010,16,3.43,0.23111,0.60691,0.3758
2010-04-30,2010,16,5.96,0.21129,0.59316,0.38187
2010-05-16,2010,16,3.19,0.3441,0.5012,0.1571
2010-06-01,2010,16,4.74,0.10615,0.51396,0.40781
2010-06-17,2010,16,3.44,-0.05344,0.42055,0.47399
2010-07-03,2010,16,3.1,-0.03622,0.36896,0.40518
2010-07-19,2010,16,2.43,0.21665,0.35431,0.13767
2010-08-04,2010,16,4.19,-0.03343,0.35678,0.39021
2010-08-20,2010,16,4.34,-0.04832,0.28033,0.32865
2010-09-05,2010,16,4.84,0.02278,0.27662,0.25384
2010-09-21,2010,16,3.93,-0.02342,0.22898,0.2524
2010-10-07,2010,16,3.38,-0.01113,0.23158,0.24271
2010-10-23,2010,16,3.15,-0.00839,0.2488,0.25719
2010-11-08,2010,16,2.66,0.0586,0.2528,0.19421
2010-11-24,2010,16,1.85,-0.00651,0.27929,0.28581
2010-12-10,2010,16,1.56,0.10333,0.38581,0.28249
2010-12-26,2010,16,2.09,0.0205,0.49508,0.47458
2011-01-11,2011,16,1.27,-0.00538,0.62008,0.62547
2011-01-27,2011,16,2.29,0.22627,0.60726,0.38099
2011-02-12,2011,16,3.26,0.37096,0.59499,0.22403
2011-02-28,2011,16,1.98,0.37216,0.58848,0.21632
2011-03-16,2011,16,5.01,0.33834,0.59889,0.26056
2011-04-01,2011,16,2.69,0.39845,0.5884,0.18996
2011-04-17,2011,16,4.88,0.13893,0.57601,0.43708
2011-05-03,2011,16,4.96,0.2164,0.56135,0.34494
2011-05-19,2011,16,2.85,0.21872,0.48092,0.2622
2011-06-04,2011,16,3.26,0.30796,0.44258,0.13462
2011-06-20,2011,16,6.72,0.28029,0.37985,0.09956
2011-07-06,2011,16,3.65,0.22203,0.35237,0.13034
2011-07-22,2011,16,3.64,0.14286,0.33825,0.19539
2011-08-07,2011,16,5.1,0.13219,0.28779,0.1556
2011-08-23,2011,16,4.49,0.02749,0.2414,0.21391
2011-09-08,2011,16,3.14,-0.03253,0.24486,0.27739
2011-09-24,2011,16,2.75,0.0395,0.20672,0.16722
2011-10-10,2011,16,2.07,0.19363,0.29197,0.09834
2011-10-26,2011,16,4.03,0.20276,0.29393,0.09118
2011-11-11,2011,16,3.98,0.20563,0.39717,0.19154
2011-11-27,2011,16,3.91,0.30211,0.42907,0.12696
2011-12-13,2011,16,3.39,0.32494,0.48322,0.15828
2011-12-29,2011,16,1.83,0.34846,0.53602,0.18756
2012-01-14,2012,16,1.86,0.35462,0.58061,0.22599
2012-01-30,2012,16,2.85,0.33735,0.59086,0.25351
2012-02-15,2012,16,2.28,0.27159,0.58415,0.31256
2012-03-02,2012,16,3.72,0.31697,0.59233,0.27536
2012-03-18,2012,16,3.47,0.34073,0.61308,0.27235
2012-04-03,2012,16,2.5,0.34968,0.62252,0.27284
2012-04-19,2012,16,5.92,0.17606,0.59804,0.42198
2012-05-05,2012,16,4.36,0.14961,0.52059,0.37097
2012-05-21,2012,16,6.11,0.27875,0.4971,0.21835
2012-06-06,2012,16,3.95,0.10401,0.43416,0.33015
2012-06-22,2012,16,4.36,0.2,0.3672,0.1672
2012-07-08,2012,16,3.25,0.17891,0.35241,0.1735
2012-07-24,2012,16,3.39,0.08453,0.34677,0.26224
2012-08-09,2012,16,4.14,0.14679,0.26286,0.11607
2012-08-25,2012,16,2.94,0.19795,0.21946,0.0215
2012-09-10,2012,16,3.88,0.21393,0.21444,0.00051
2012-09-26,2012,16,2.25,0.173,0.22796,0.05496
2012-10-12,2012,16,3.34,0.18985,0.23732,0.04747
2012-10-28,2012,16,3.08,0.24839,0.25657,0.00818
2012-11-13,2012,16,2.64,0.19633,0.21795,0.02162
2012-11-29,2012,16,1.69,0.26417,0.32646,0.06229
2012-12-15,2012,16,1.96,0.17199,0.33787,0.16588
2012-12-31,2012,16,1.12,0.19564,0.5048,0.30916
2013-01-16,2013,16,1.78,0.56441,0.57852,0.01411
2013-02-01,2013,16,1.7,0.13245,0.61914,0.48669
2013-02-17,2013,16,2.45,0.1724,0.57927,0.40687
2013-03-05,2013,16,2.12,0.23769,0.61232,0.37464
2013-03-21,2013,16,2.24,0.13177,0.59258,0.46081
2013-04-06,2013,16,4.49,0.03153,0.59065,0.55912
2013-04-22,2013,16,3.44,0.08918,0.51092,0.42174
2013-05-08,2013,16,4.27,0.01517,0.49743,0.48226
2013-05-24,2013,16,6.07,0.04481,0.44792,0.40311
2013-06-09,2013,16,3.57,0.07358,0.42523,0.35165
2013-06-25,2013,16,4.5,0.11336,0.37607,0.26271
2013-07-11,2013,16,3.7,0.16527,0.33081,0.16554
2013-07-27,2013,16,2.87,0.09902,0.27207,0.17305
2013-08-12,2013,16,5.77,-0.0271,0.26652,0.29362
2013-08-28,2013,16,3.59,0.10036,0.23737,0.137
2013-09-13,2013,16,3.55,0.11121,0.22186,0.11065
2013-09-29,2013,16,3.6,0.07332,0.22792,0.1546
2013-10-15,2013,16,4.3,0.05859,0.25701,0.19842
2013-10-31,2013,16,4.24,0.09014,0.25429,0.16415
2013-11-16,2013,16,2.36,0.06696,0.22604,0.15908
2013-12-02,2013,16,3.06,0.20936,0.27994,0.07058
2013-12-18,2013,16,1.66,0.22041,0.32396,0.10356
2014-01-03,2014,16,1.38,0.34663,0.5121,0.16548
2014-01-19,2014,16,1.74,0.27043,0.53631,0.26588
2014-02-04,2014,16,1.42,0.11906,0.60594,0.48688
2014-02-20,2014,16,1.47,0.30138,0.62263,0.32125
2014-03-08,2014,16,2.02,0.12613,0.58656,0.46043
2014-03-24,2014,16,2.6,0.01997,0.59254,0.57256
2014-04-09,2014,16,2.66,0.02498,0.61818,0.5932
2014-04-25,2014,16,3.12,0.07516,0.58638,0.51122
2014-05-11,2014,16,3.27,0.10061,0.53326,0.43265
2014-05-27,2014,16,4.27,0.06519,0.48314,0.41795
2014-06-12,2014,16,3.37,0.2215,0.43098,0.20948
2014-06-28,2014,16,1.99,-0.02337,0.33315,0.35652
2014-07-14,2014,16,2.37,0.26606,0.32338,0.05733
2014-07-30,2014,16,3.02,0.14018,0.31933,0.17915
2014-08-15,2014,16,2.26,0.10724,0.27645,0.16921
2014-08-31,2014,16,3.5,0.02588,0.22184,0.19595
2014-09-16,2014,16,2.76,0.14253,0.22585,0.08332
2014-10-02,2014,16,2.09,0.18025,0.22974,0.04948
2014-10-18,2014,16,3.6,0.22497,0.2527,0.02772
2014-11-03,2014,16,4.14,0.18925,0.22943,0.04019
2014-11-19,2014,16,3.76,0.22581,0.28016,0.05435
2014-12-05,2014,16,2.2,0.23846,0.22668,-0.01178
2014-12-21,2014,16,1.1,0.31979,0.20042,-0.11936
2015-01-06,2015,16,1.33,0.18822,0.41052,0.22229
2015-01-22,2015,16,1.59,0.05549,0.53248,0.477
2015-02-07,2015,16,1.69,0.5562,0.59989,0.04369
2015-02-23,2015,16,1.3,0.21538,0.57586,0.36048
2015-03-11,2015,16,1.63,0.16486,0.5955,0.43064
2015-03-27,2015,16,1.74,0.41509,0.58305,0.16796
2015-04-12,2015,16,2.15,0.11302,0.59261,0.47959
2015-04-28,2015,16,2.2,0.5411,0.54394,0.00284
2015-05-14,2015,16,2.67,0.38617,0.51472,0.12856
2015-05-30,2015,16,1.46,0.13431,0.43682,0.30251
2015-06-15,2015,16,2.31,0.19587,0.41681,0.22094
2015-07-01,2015,16,3.13,0.11754,0.36997,0.25243
2015-07-17,2015,16,2.38,0.21473,0.31575,0.10102
2015-08-02,2015,16,3.98,0.10589,0.30769,0.20179
2015-08-18,2015,16,2.82,0.08008,0.2626,0.18252
2015-09-03,2015,16,3.4,-0.02161,0.24332,0.26493
2015-09-19,2015,16,1.78,-0.06073,0.20585,0.26659
2015-10-05,2015,16,3.39,0.07753,0.21776,0.14023
2015-10-21,2015,16,2.46,-0.09477,0.23376,0.32853
2015-11-06,2015,16,3.26,-0.05985,0.26337,0.32322
2015-11-22,2015,16,2.66,0.16498,0.26151,0.09653
2015-12-08,2015,16,2.46,0.13928,0.3001,0.16082
2015-12-24,2015,16,2.37,0.15592,0.48693,0.331
2016-01-09,2016,16,1.69,0.27584,0.54995,0.27411
2016-01-25,2016,16,1.4,0.37108,0.58331,0.21223
2016-02-10,2016,16,2.91,0.16251,0.56077,0.39826
2016-02-26,2016,16,2.06,0.12443,0.61028,0.48585
2016-03-13,2016,16,1.98,-0.06645,0.62801,0.69446
2016-03-29,2016,16,1.72,-0.06847,0.60812,0.67659
2016-04-14,2016,16,2.42,0.24,0.5811,0.3411
2016-04-30,2016,16,2.51,-0.07481,0.52266,0.59747
2016-05-16,2016,16,2.73,-0.02176,0.43382,0.45558
2016-06-01,2016,16,2.91,0.055,0.40185,0.34685
2016-06-17,2016,16,3.24,0.07317,0.36424,0.29107
2016-07-03,2016,16,1.04,0.02266,0.28248,0.25982
2016-07-19,2016,16,2.04,0.1068,0.2648,0.158
2016-08-04,2016,16,2.22,0.14972,0.26657,0.11686
2016-08-20,2016,16,1.6,0.08373,0.20625,0.12252
2016-09-05,2016,16,2.22,0.14586,0.21221,0.06635
2016-09-21,2016,16,2.08,0.15668,0.18837,0.03169
2016-10-07,2016,16,2.76,0.14322,0.19841,0.05519
2016-10-23,2016,16,2.19,0.10105,0.21051,0.10946
2016-11-08,2016,16,3.17,0.15975,0.22904,0.06929
2016-11-24,2016,16,1.2,0.15416,0.20761,0.05346
2016-12-10,2016,16,1.42,0.28896,0.41541,0.12644
2016-12-26,2016,16,1.31,0.16575,0.46384,0.29809
2017-01-11,2017,16,1.02,0.24558,0.56736,0.32178
2017-01-27,2017,16,1.03,0.2372,0.62209,0.38488
2017-02-12,2017,16,1.85,0.29507,0.63999,0.34492
2017-02-28,2017,16,1.77,0.36745,0.61616,0.24872
2017-03-16,2017,16,1.37,0.43789,0.57274,0.13484
2017-04-01,2017,16,2.87,0.28929,0.62789,0.33861
2017-04-17,2017,16,1.29,0.3282,0.57974,0.25154
2017-05-03,2017,16,2.98,0.23077,0.56397,0.3332
2017-05-19,2017,16,2.95,0.22444,0.48132,0.25689
2017-06-04,2017,16,2.57,0.19006,0.42411,0.23405
2017-06-20,2017,16,1.51,0.15992,0.41761,0.25769
2017-07-06,2017,16,2.82,0.19806,0.35843,0.16037
2017-07-22,2017,16,1.77,0.10383,0.3024,0.19858
2017-08-07,2017,16,1.63,0.18391,0.26271,0.0788
2017-08-23,2017,16,2.07,0.1619,0.23312,0.07122
2017-09-08,2017,16,1.96,0.10711,0.16904,0.06194
2017-09-24,2017,16,2.39,0.20565,0.20427,-0.00138
2017-10-10,2017,16,2.77,0.18515,0.21579,0.03064
2017-10-26,2017,16,2.11,0.14895,0.2395,0.09055
2017-11-11,2017,16,1.42,0.17055,0.25921,0.08866
2017-11-27,2017,16,1,0.1175,0.3784,0.2609
2017-12-13,2017,16,1,0.10171,0.47347,0.37177
2017-12-29,2017,16,1.23,0.36727,0.59067,0.2234
2018-01-14,2018,16,1.22,0.3501,0.54952,0.19941
2018-01-30,2018,16,1,0.22298,0.60126,0.37828
2018-02-15,2018,16,1.33,0.33511,0.6226,0.28749
2018-03-03,2018,16,2.0,0.27084,0.59433,0.32349
2018-03-19,2018,16,2.15,0.43297,0.61492,0.18195
2018-04-04,2018,16,1.64,0.49073,0.63144,0.14071
2018-04-20,2018,16,2.38,0.3506,0.59646,0.24585
2018-05-06,2018,16,2.31,0.29672,0.54072,0.24401
2018-05-22,2018,16,1.75,0.22381,0.47434,0.25054
2018-06-07,2018,16,1.23,0.17465,0.40675,0.23211
2018-06-23,2018,16,1.98,0.08151,0.36793,0.28641
2018-07-09,2018,16,1.38,0.11643,0.32573,0.2093
2018-07-25,2018,16,1.61,0.14904,0.29607,0.14703
2018-08-10,2018,16,1.44,0.17316,0.22369,0.05053
2018-08-26,2018,16,1.16,0.18476,0.21015,0.0254
2018-09-11,2018,16,1.31,0.15942,0.15982,0.0004
2018-09-27,2018,16,1.28,0.24184,0.21849,-0.02334
2018-10-13,2018,16,1.13,0.1506,0.25948,0.10888
2018-10-29,2018,16,2.27,0.12488,0.27089,0.14601
2018-11-14,2018,16,1,0.23744,0.24657,0.00913
2018-11-30,2018,16,1.19,0.06014,0.34416,0.28402
2018-12-16,2018,16,1,0.20825,0.50117,0.29292
2019-01-01,2019,16,1,0.42963,0.42472,-0.00491
2019-01-17,2019,16,0,,0.61764,
2019-02-02,2019,16,1.14,0.3652,0.62015,0.25494
2019-02-18,2019,16,1.47,0.34395,0.62307,0.27912
2019-03-06,2019,16,1,0.29803,0.55812,0.26009
2019-03-22,2019,16,1.13,0.14499,0.55946,0.41447
2019-04-07,2019,16,1.04,0.22091,0.55663,0.33572
2019-04-23,2019,16,1,0.22997,0.23642,0.00645
2019-05-09,2019,16,1.12,0.18653,0.30508,0.11855
2019-05-25,2019,16,1,-0.17561,0.27922,0.45483
2019-06-10,2019,16,0,,,
2019-06-26,2019,16,1,-0.05546,,
2019-07-12,2019,16,1.61,0.25227,0.24804,-0.00423
2019-07-28,2019,14,1,-0.23223,,
2019-08-13,2019,16,1,0.14924,0.03649,-0.11276
2019-08-29,2019,16,0,,,
2019-09-14,2019,16,0,,,
2019-09-30,2019,16,1,0.00199,0.14361,0.14162
2019-10-16,2019,16,1,0.07866,0.32476,0.2461
2019-11-01,2019,16,1,0.83333,0.1729,-0.66044
2019-11-17,2019,16,1.05,0.17362,0.04564,-0.12798
2019-12-03,2019,16,1,0.21898,0.35521,0.13623
2019-12-19,2019,16,1,0.06524,0.53102,0.46577
2020-01-04,2020,16,0,,0.26848,
2020-01-20,2020,16,1,0.22664,0.6615,0.43486
2020-02-05,2020,16,1.48,0.29643,0.59131,0.29488
2020-02-21,2020,15,1.12,0.00993,0.37186,0.36193
2020-03-08,2020,15,1,0.16714,0.16391,-0.00323
2020-03-24,2020,13,1,0.05882,0.81053,0.7517
2020-04-09,2020,16,0,,0.68742,
2020-04-25,2020,16,0,,0.49478,
2020-05-11,2020,16,0,,,
2020-05-27,2020,16,0,,,
2020-06-12,2020,16,0,,,
2020-06-28,2020,16,0,,,
2020-07-14,2020,16,0,,,
2020-07-30,2020,16,0,,,
2020-08-15,2020,16,0,,,
2020-08-31,2020,16,0,,,
2020-09-16,2020,16,0,,,
2020-10-02,2020,16,0,,,
2020-10-18,2020,15,0,,,
2020-11-03,2020,16,0,,,
2020-11-19,2020,16,0,,,
2020-12-05,2020,16,0,,0.51053,
2020-12-21,2020,16,1,-0.2036,,
2021-01-06,2021,16,0,,0.21407,
2021-01-22,2021,12,0,,0.09022,
2021-02-07,2021,16,0,,,
2021-02-23,2021,15,0,,,
2021-03-11,2021,16,0,,,
2021-03-27,2021,15,0,,,
2021-04-12,2021,16,0,,,
2021-04-28,2021,16,0,,,
2021-05-14,2021,16,0,,,
2021-05-30,2021,15,0,,,
2021-06-15,2021,15,0,,,
2021-07-01,2021,16,0,,,
2021-07-17,2021,16,0,,,
2021-08-02,2021,16,0,,,
2021-08-18,2021,15,0,,,
2021-09-03,2021,16,0,,,
2021-09-19,2021,16,0,,,
2021-10-05,2021,16,0,,,
2021-10-21,2021,16,0,,,
2021-11-06,2021,16,0,,,
2021-11-22,2021,15,0,,,
2021-12-08,2021,15,0,,,
2021-12-24,2021,16,0,,,
